ID,Main,Location,Corporation,Href,Date
318,Rendszergazda,"2519 Piliscsév, Topol u. 3.",MŰSZAKI KÖNYVKIADÓ Kft,https://www.profession.hu/allas/rendszergazda-muszaki-konyvkiado-kft-piliscsev-2115903?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
319,Rendszerszervező (Logisztikai terület),Budapest,Richter Gedeon Nyrt.,https://www.profession.hu/allas/rendszerszervezo-logisztikai-terulet-richter-gedeon-nyrt-2122076?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
320,Infrastruktúra vezető (Budaörs Központ),Budaörs,Auchan Retail Magyarország,https://www.profession.hu/allas/infrastruktura-vezeto-budaors-kozpont-auchan-retail-magyarorszag-budaors-2120770?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
321,Adattárház rendszerszervező,Budapest,Szerencsejáték Zrt.,https://www.profession.hu/allas/adattarhaz-rendszerszervezo-szerencsejatek-zrt-2111948?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
322,Senior Solution Coordinator,"Budapest, Győr, Pécs",E.ON Digital Technology Hungary Kft.,https://www.profession.hu/allas/senior-solution-coordinator-e-on-digital-technology-hungary-kft-2121980?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
323,Windows/VmWare - üzemeltető rendszergazda,"1074 Budapest, Rákóczi út 70-72.",KELER Központi Értéktár Zrt.,https://www.profession.hu/allas/windows-vmware-uzemelteto-rendszergazda-keler-kozponti-ertektar-zrt-budapest-2126234?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
324,IT rendszerszervező,"1051 Budapest, Nádor u. 31.",MFB Magyar Fejlesztési Bank Zrt.,https://www.profession.hu/allas/it-rendszerszervezo-mfb-magyar-fejlesztesi-bank-zrt-budapest-2112586/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
325,Software tester - QA Engineer,"1054 Budapest, Szabadság tér 7.",TCWGlobal Hungary Kft.,https://www.profession.hu/allas/software-tester-qa-engineer-tcwglobal-hungary-kft-budapest-2115912?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
326,Senior PHP fejlesztő,"1122 Budapest, Maros utca 19-21.",Oktatási Hivatal,https://www.profession.hu/allas/senior-php-fejleszto-oktatasi-hivatal-budapest-2115817?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
327,IoT Product Manager (Fixed term),Budapest,Vodafone Magyarország Zrt.,https://www.profession.hu/allas/iot-product-manager-fixed-term-vodafone-magyarorszag-zrt-2120092?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
