Corporation,Main,Labels
Get Work Trend Kft. ,Senior Manual QA Tester - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Java EE Developer (Senior) - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Software Developer (C# /.NET ) (Remote/Budapest),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"L3 Analyst,  Security Operation Center  -  Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"Functional Specialist SAP S/4, MES  - Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Expert FI/CO/MM - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Java EE Developer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"SAP Consultant S/4 HANA, PP - Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Business Development Manager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Infrastructure Specialist - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Client Infrastructure Architect - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Project Manager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP Consultant S/4 HANA QM/PM - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,"SAP Consultant S/4 HANA , CO - Remote","
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior DevOps Engineer  - Hybrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Lead Functional Architect - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Native DevOps Engineer - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Privacy IT Specialist - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Data Migration Manager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Systems Engineer (CyberArk) - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud Engineer CI/CD - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,SAP project manager - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior Embedded Software Engineer (C/C++) - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Use Case Analyst - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior DevOps Engineer (Budapest/Remote),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,BACKUP-STORAGE ENGINEER - BUDAPEST (Hibrid),"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior JavaScript Engineer - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,.Net L3 Support Team Lead - Hibrid,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Mid/Senior Software Test Engineer - Budapest IX,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Senior cloud engineer - Budapest,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Cloud engineer (CI/CD) - Budapest,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Fullstack fejlesztő - Remote,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,Java fejlesztő - Budapest,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,DevOps Engineer - Budapest,"
      Rendszerüzemeltető    "
Get Work Trend Kft. ,DevOps Engineer - Budapest,"
      Rendszerüzemeltető    "
