ID,Main,Location,Corporation,Href
783,Senior Full-Stack Fejlesztő,Szeged,Trenkwalder Kft.,/allas/junior_c_fejleszto/NS-1501#adtype=indCU
784,Junior C# Fejlesztő,Budapest,Randstad Hungary Kft,/allas/intermediate_application_security_analyst/PT-1437#adtype=indCU
785,Intermediate Application Security Analyst,Budapest,Randstad Hungary Kft,/allas/it_helpdesk_munkatars/JY-5248#adtype=indCU
786,IT Helpdesk Munkatárs,Mosonmagyaróvár,EasyHiring Services Kft.,/allas/vulnerability_reporting_analyst/OZ-7914#adtype=indCU
787,Vulnerability Reporting Analyst,Budapest,EasyHiring Services Kft.,/allas/net_fejleszto/YQ-2289#adtype=indCU
788,.NET Fejlesztő,Budapest,EasyHiring Services Kft.,/allas/senior_software_engineer_full_stackmobile/CN-0329#adtype=indCU
789,Senior Software Engineer – Full-stack/Mobile,Budapest,Hays Hungary Kft.,/allas/backend_c_developer/EO-7276#adtype=indCU
790,Backend C# Developer,Budapest,EasyHiring Services Kft.,/allas/data_engineer/FO-4100#adtype=indCU
791,Data Engineer,Budapest,Karrier Hungária,/allas/data_engineer/FD-9890#adtype=indCU
792,Data engineer,Tatabánya,EasyHiring Services Kft.,/allas/rendszerszervezo/XW-0324#adtype=indCU
793,Rendszerszervező,Magyarország,Hays Hungary Kft.,/allas/c_developer/XY-3848#adtype=indCU
794,C++ Developer,Budapest,EasyHiring Services Kft.,/allas/ap_team_leader/KI-3486#adtype=indCU
795,AP Team Leader,Budapest,Hays Hungary Kft.,/allas/it_portal_business_analyst_junior/YL-9769#adtype=indCU
796,IT Portal Business Analyst (junior),Budapest,Randstad Hungary Kft,/allas/m365_platform_management_operations_expert/JU-7522#adtype=indCU
797,M365 Platform Management & Operations Expert,Budapest,EasyHiring Services Kft.,/allas/service_designer/KX-5573#adtype=indCU
798,Service Designer,Budapest,EasyHiring Services Kft.,/allas/polish_service_desk_analyst/MA-6557#adtype=indCU
799,Polish Service Desk Analyst,Budapest,Hays Hungary Kft.,/allas/it_junior_mernok/TM-6034#adtype=indOA
800,IT junior mérnök,Szigetszentmiklós,Hire-One Személyzeti Tanácsadó Kft.,/allas/sap_test_automation_engineer/MZ-2230#adtype=indCU
801,SAP Test Automation Engineer,Budapest,Randstad Hungary Kft,/allas/senior_valuation_analyst/JY-2675#adtype=indCU
802,Senior Valuation Analyst,Magyarország,Hays Hungary Kft.,/allas/fullstack_fejleszto_angular_net/HG-8063#adtype=indCU
803,Fullstack fejlesztő (Angular & .NET),Magyarország,Randstad Hungary Kft,/allas/medior_java_developer/VE-9929#adtype=indCU
804,Medior Java Developer,Budapest,Hays Hungary Kft.,/allas/eds_integration_engineer/ZY-6442#adtype=indCU
805,EDS Integration Engineer,Budapest,EasyHiring Services Kft.,/allas/master_data_expert/QV-5898#adtype=indCU
806,Master Data Expert,Budapest,Randstad Hungary Kft,/allas/php_fejleszto_100_remote/AY-2084#adtype=indCU
807,PHP fejlesztő (100% remote),Magyarország,EasyHiring Services Kft.,/allas/cybersecurity_safety_analyst_elofejlesztes_k_f_i/CG-1782#adtype=indCU
808,Cybersecurity & Safety Analyst – Előfejlesztés (K F I),Magyarország,Hays Hungary Kft.,/allas/cplace_java_developer/JG-5189#adtype=indCU
809,Cplace Java Developer,Budapest,Randstad Hungary Kft,/allas/master_data_specialist/KV-5652#adtype=indCU
810,Master Data Specialist,Budapest,Karrier Hungária,/allas/sharepoint_specialist/KO-6748#adtype=indCU
811,Sharepoint Specialist,Magyarország,EasyHiring Services Kft.,/allas/senior_powerbi_specialista_gyor/XG-5813#adtype=indOA
812,Senior PowerBI Specialista (Győr),Győr,Hire-One Személyzeti Tanácsadó Kft.,/allas/lead_developer_iot_cloud/OS-2829#adtype=indCU
813,Lead Developer IoT Cloud,Budapest,EasyHiring Services Kft.,/allas/iot_backend_developer/WW-7935#adtype=indCU
814,IoT Backend Developer,Eger,EasyHiring Services Kft.,/allas/devops_engineer_iot_cloud/HW-4091#adtype=indCU
815,DevOps Engineer IoT Cloud,Budapest,EasyHiring Services Kft.,/allas/senior_java_developer/GC-3927#adtype=indCU
816,Senior Java Developer,Budapest,Hays Hungary Kft.,/allas/network_engineer_firewall/OW-9387#adtype=indCU
817,Network Engineer (Firewall) (Baranya,megye,Hays Hungary Kft.,/allas/junior_golang_developer/NS-1965#adtype=indCU
818,Junior Golang Developer,Magyarország,EasyHiring Services Kft.,/allas/it_gyakornok/PR-5261#adtype=indCU
819,IT gyakornok (Budapest)Bérezés: bruttó 1 800 Ft /,óra,Mind-Diák Szövetkezet,/allas/logistics_network_solutions_analyst/LR-5941#adtype=indCU
820,Logistics Network Solutions Analyst,Budapest,EasyHiring Services Kft.,/allas/frontend_developer/SN-5686#adtype=indCU
821,Frontend Developer,Magyarország,Hays Hungary Kft.,/allas/palyakezdo_poziciok_nemzetkozi_kornyezetben/OH-1465#adtype=indCU
822,Pályakezdő pozíciók nemzetközi környezetben,Budapest,Hays Hungary Kft.,/allas/it_engineer/UN-2044#adtype=indCU
823,IT Engineer,Debrecen,EasyHiring Services Kft.,/allas/german_master_data_specialist/UA-1904#adtype=indCU
824,German Master Data Specialist,Budapest,Hays Hungary Kft.,/allas/cloud_hosting_engineer/LD-9035#adtype=indCU
825,Cloud Hosting Engineer,Budapest,EasyHiring Services Kft.,/allas/application_specialist_in_automation/XE-8520#adtype=indCU
826,Application Specialist in Automation,Magyarország,EasyHiring Services Kft.,/allas/service_desk_agent_german_speaking/ZR-9706#adtype=indCU
827,Service desk agent- German speaking,Budapest,Karrier Hungária,/allas/it_specialist/VD-3327#adtype=indCU
828,IT Specialist,Nyírbátor,EasyHiring Services Kft.,/allas/java_developer/JK-1011#adtype=indCU
829,Java Developer,Budapest,Randstad Hungary Kft,/allas/javaee_fejleszto/YM-9358#adtype=indCU
830,JavaEE Fejlesztő,Budapest,Karrier Hungária,/allas/vulnerability_reporting_analyst/PO-7073#adtype=indCU
831,Vulnerability Reporting Analyst,Budapest,Randstad Hungary Kft,/allas/manualis_tesztelo/VK-5871#adtype=indCU
832,Manuális Tesztelő,Budapest,Trenkwalder Kft.,/allas/senior_service_operations_engineer/MU-9766#adtype=indCU
833,Senior Service Operations Engineer,Debrecen,EasyHiring Services Kft.,/allas/software_engineer/NZ-2855#adtype=indCU
834,Software Engineer,Budapest,Hays Hungary Kft.,/allas/test_automation_engineer/SG-1405#adtype=indCU
835,Test Automation Engineer,Budapest,Randstad Hungary Kft,/allas/devops_manager/FY-4313#adtype=indCU
836,DevOps Manager,Budapest,Randstad Hungary Kft,/allas/functional_safety_engineer/DW-1983#adtype=indCU
837,Functional Safety Engineer,Budapest,Hays Hungary Kft.,/allas/regional_business_analyst/ZQ-7307#adtype=indCU
838,Regional Business Analyst,Budapest,EasyHiring Services Kft.,/allas/rpa_developer/YD-6386#adtype=indCU
839,RPA Developer,Budapest,Hays Hungary Kft.,/allas/c_software_developer/EO-3684#adtype=indCU
840,C++ Software Developer,Budapest,Randstad Hungary Kft,/allas/senior_red_team_operations_penetration_testing/RR-7784#adtype=indCU
841,Senior Red Team Operations & Penetration Testing,Budapest,EasyHiring Services Kft.,/allas/teszt_koordinator_eol/CT-9750#adtype=indCU
842,Teszt Koordinátor (EOL),Törökszentmiklós,EasyHiring Services Kft.,/allas/fullstack_application_developer/VO-9484#adtype=indCU
843,Fullstack Application Developer,Budapest,Hays Hungary Kft.,/allas/embedded_software_developer_medior/CE-2567#adtype=indCU
844,Embedded software developer (medior),Budapest,Randstad Hungary Kft,/allas/devops_manager/KX-7847#adtype=indCU
845,DevOps Manager,Budapest,EasyHiring Services Kft.,/allas/junior_data_engineer/TU-8981#adtype=indCU
846,Junior Data Engineer,Budapest,Hays Hungary Kft.,/allas/medior_service_operations_change_management_analyst/GT-0822#adtype=indCU
847,Medior Service Operations /Change Management Analyst,Budapest,Randstad Hungary Kft,/allas/sap_sd_consultant_hybridremote/IY-0356#adtype=indCU
848,SAP SD Consultant (hybrid/remote),Budapest,Randstad Hungary Kft,/allas/sap_ariba_expert/FF-8000#adtype=indCU
849,SAP Ariba Expert,Budapest,EasyHiring Services Kft.,/allas/angular_developer_medior_senior/MC-2974#adtype=indCU
850,Angular Developer (Medior/ Senior),Budapest,EasyHiring Services Kft.,/allas/devops_fejleszto/HO-2457#adtype=indCU
851,Devops fejlesztő,Debrecen,Trenkwalder Kft.,/allas/system_engineer_digital/EW-7834#adtype=indCU
852,System Engineer - Digital,Budapest,Hays Hungary Kft.,/allas/szoftvertesztelesi_csoportvezeto/BG-6224#adtype=indCU
853,Szoftvertesztelési csoportvezető,Budapest,Hays Hungary Kft.,/allas/backend_engineer_scala_protect_team/YX-2779#adtype=indCU
854,Backend Engineer (Scala) - protect team,Budapest,EasyHiring Services Kft.,/allas/software_engineer_angularjsjava/NZ-7854#adtype=indCU
855,Software Engineer (Angular/JS/Java),Budapest,EasyHiring Services Kft.,/allas/python_developer_for_engineering_expert/ZJ-8430#adtype=indCU
856,Python Developer for Engineering Expert,Budapest,Randstad Hungary Kft,/allas/ip_fixed_network_engineer/WF-1856#adtype=indCU
857,IP Fixed Network Engineer,Budapest,EasyHiring Services Kft.,/allas/ber_es_tb_ugyintezo_munkatars_kecskemet/EZ-3074#adtype=indCU
858,Bér és TB ügyintéző munkatárs - Kecskemét,Magyarország,EasyHiring Services Kft.,/allas/kabel_es_halozatszerelo_munkatars/PL-4267#adtype=indCU
859,Kábel és hálózatszerelő munkatárs,Magyarország,EasyHiring Services Kft.,/allas/frontend_fejleszto/DJ-7307#adtype=indCU
860,Frontend fejlesztő,Debrecen,EasyHiring Services Kft.,/allas/senior_python_developer/DW-4117#adtype=indCU
861,Senior Python developer,Budapest,EasyHiring Services Kft.,/allas/devops_engineer/CH-9939#adtype=indCU
862,DevOps Engineer,Budapest,Hays Hungary Kft.,/allas/specialist_it_pa_governance_strategy/FR-1821#adtype=indCU
863,Specialist IT PA Governance & Strategy,Budapest,EasyHiring Services Kft.,/allas/embedded_software_tester/KN-3683#adtype=indCU
864,Embedded Software Tester,Budapest,Hays Hungary Kft.,/allas/network_security_engineer/VD-1149#adtype=indCU
865,Network Security Engineer,Budapest,EasyHiring Services Kft.,/allas/supplier_development_engineer/FA-9203#adtype=indCU
866,Supplier Development Engineer,Eger,EasyHiring Services Kft.,/allas/citrix_server_engineer/JV-9844#adtype=indCU
867,Citrix Server Engineer,Budapest,EasyHiring Services Kft.,/allas/it_asset_manager_specialist_sw/SE-6390#adtype=indCU
868,IT Asset Manager Specialist (SW),Budapest,EasyHiring Services Kft.,/allas/rendszeradminisztrator_it_infrastruktura_system_administrator_it_infrastructure/MI-0056#adtype=indCU
869,Rendszeradminisztrátor - IT infrastruktúra / System administrator - IT Infrastructure,Budapest,EasyHiring Services Kft.,/allas/sap_senior_consultant_production_planning/SV-8023#adtype=indCU
870,SAP Senior Consultant - Production Planning,Budapest,Randstad Hungary Kft,/allas/senior_devops_engineer/ZJ-2558#adtype=indCU
871,Senior Devops Engineer,Debrecen,EasyHiring Services Kft.,/allas/szoftverfejleszto_es_programozo/ML-4300#adtype=indCU
872,Szoftverfejlesztő és programozó,Gyöngyös,Trenkwalder Kft.,/allas/it_infrastruktura_uzemelteto_gyakornok/KK-9950#adtype=indCU
873,IT Infrastruktúra üzemeltető gyakornok (Budapest)Bérezés: bruttó 1 800 Ft /,óra,Mind-Diák Szövetkezet,/allas/application_support_engineer/OD-5364#adtype=indCU
874,Application Support Engineer,Budapest,Karrier Hungária,/allas/it_expert_sap_wmim_and_warehousing/WB-0278#adtype=indCU
875,IT Expert SAP WM/IM and warehousing,Budapest,EasyHiring Services Kft.,/allas/sap_ewm_application_consultant/JF-6747#adtype=indCU
876,SAP EWM Application Consultant,Budapest,Randstad Hungary Kft,/allas/senior_data_engineer/FW-4941#adtype=indCU
877,Senior Data Engineer,Budapest,Randstad Hungary Kft,/allas/fullstack_developer_java_angular/IU-3170#adtype=indCU
878,"Fullstack Developer (Java,Angular)",Budapest,Hays Hungary Kft.,/allas/nemetfranciaolaszlengyelholland_nyelven_beszelo_it_helpdesk_munkatars/AR-5424#adtype=indCU
879,német/francia/olasz/lengyel/holland nyelven beszélő IT Helpdesk munkatárs,Budapest,Randstad Hungary Kft,XXX
