Corporation,Main,Labels
Deutsche Telekom IT Solutions,Automotive üzemeltető (Alkalmazás üzemeltető) (REF920M) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;Középfokú végzettség;teljes munkaidő;német - középfokú;angol - középfokú
Deutsche Telekom IT Solutions,DevOps Engineer EDG (TECHNIK HU/ VNI) (REF216Y) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,API Developer (REF1084X) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Automation Developer – Migration area (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office"
Deutsche Telekom IT Solutions,Change Manager (REF1395D) - German and English Speaking (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,AWS Architect - REF341L (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Lead Incident Manager - experienced (REF1210J) (Budapest),"3 - 5 év tapasztalat;5+ év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - felsőfokú"
Deutsche Telekom IT Solutions,Software Engineer in networking Lab enviroment (TC Core/Technik HU) (REF225Q) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Technical Process Specialist - Networking field (REF1481Y) (Debrecen),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,Szoftvertesztelő (experienced/senior) angol nyelvtudással (REF1392I) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Cloud Architect (REF891C) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Machine Learning Operations (MLOps) Engineer (REF692A) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Solution Engineer - SD-WAN (REF1496Z) (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,IT specialista vagyok és a DT-ITS-nél szeretnék dolgozni (Budapest),pályakezdő /tapasztalat nélkül;beosztott;Felsőfokú végzettség;teljes munkaidő
Deutsche Telekom IT Solutions,Senior alkalmazás üzemeltető - Mainframe (REF121Q) (Budapest),5+ év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,Software Developer (Core Media) (REF273X) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,IT Quality and Process Manager (REF1402R) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Senior Scrum Master (REF1047W) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,Order Management Specialist Trainee - REF295U (Debrecen),pályakezdő /tapasztalat nélkül;gyakornok;Középfokú végzettség;teljes munkaidő;diákmunka;német - középfokú
Deutsche Telekom IT Solutions,German and English speaking Security Manager – BCM/ECM (REF889T) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú;német - felsőfokú
Deutsche Telekom IT Solutions,Experienced IT Architect for Software Engineering (REF1435M) (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Németül és angolul beszélő ügyfélkapcsolati munkatárs (REF614R) (Debrecen),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;angol - felsőfokú
Deutsche Telekom IT Solutions,Qlik Sense/ Qlik View Developer (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Experienced ServiceNow Developer(REF1396X) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,MS Dynamics 365 Fejlesztő (REF395H) (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Cyber Security Analyst Tier2 (REF196L) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Fullstack developer (AFC) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Cloud Architect (Open Telecom Cloud) - REF1377P (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő
Deutsche Telekom IT Solutions,Backend Developer (AFC) (REF1179E) RPO R (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Automation Tester (REF1033G) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Solution Manager - REF144R (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,Audit and Compliance Engineer (Open Telekom Cloud) - REF758X (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Tréning;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Process Designer (Senior) - REF1487W (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú;német - felsőfokú
Deutsche Telekom IT Solutions,System Administrator (REF1239N) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Németül beszélek és a DT-ITS-nél szeretnék dolgozni (Budapest),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;gyakornok;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő
Deutsche Telekom IT Solutions,Lead Java Developer (REF883E) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Solution Manager - REF144R (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - felsőfokú;német - felsőfokú
Randstad Hungary Kft,Software Engineer (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Devops Engineer (REF1479O) (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Application Administrator (REF1491J) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,Head of Team - IoT (REF1393A) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Thyssenkrupp,Szoftverfejlesztő mérnök - AUTOSAR BSW (Budapest),"1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Scrum Master - SAFe focus (REF365P) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú;német - felsőfokú
Randstad Hungary Kft,Technical Support Engineer (Budaörs),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;Középfokú végzettség;teljes munkaidő
Deutsche Telekom IT Solutions,Technical Process Manager (REF1416J) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Thyssenkrupp,Cloud data engineer (Budapest),"1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - felsőfokú"
Thyssenkrupp,Hardverfejlesztési folyamatgazda (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,System Engineer – OS Image and Support on Hybrid Cloud (REF1284Q) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Tech Lead for MLOps Platform (Budapest),1 - 2 év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Software Engineer (Mid/Senior/Expert) (REF275E) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Backend Developer (REF882R) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,NFT Tester (REF1042Y) (Budapest),"3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Fullstack developer (AFC) (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Audit and Compliance Engineer (Open Telekom Cloud) - REF758X (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Java Solution Architect/ Designer (IoT) (REF110Z) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,Azure Migration Engineer - REF479F (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - alapfokú
Deutsche Telekom IT Solutions,SAP akadémia 2023 (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Java Developer (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Network & Security Engineer (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Workplace Support Specialist - német nyelvtudással (REF236D) (Magyarország),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,Incident management Trainee (REF1413V) (Budapest),pályakezdő /tapasztalat nélkül;gyakornok;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Randstad Hungary Kft,Junior/Medior/Senior/Lead Szoftver tesztautomatizáló mérnök (Budapest),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő
Deutsche Telekom IT Solutions,Software Engineer (Python/CyberArk) (REF1366M) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Technical Process Manager (Process Solution Designer) (REF1338P) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - felsőfokú
Thyssenkrupp,Szoftverfejlesztő mérnök (Indusztrializáció) (Magyarország),"1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Head of Team - ServiceNow (REF1465B) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;középvezető;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Technical Process Specialist (REF1456K) (Debrecen),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,DevOps Engineer (VNI1- EDG_BNG) (REF219H) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,System Engineer – OS Image and Support on Hybrid Cloud (REF1284Q) (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Alkalmazás üzemeltető német és angol nyelvtudással (REF1468E) (Budapest),"1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,DevOps Academy - Technik HU (Debrecen),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Thyssenkrupp,Hardware Safety Engineer (Budapest),"1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Data Engineer - Data Warehousing (SQL/Python)-REF1478Z (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Deutsche Telekom IT Solutions,Solution Engineer (REF950N) (Budapest),"3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Service Manager (REF1462Z) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;német - középfokú
Deutsche Telekom IT Solutions,Repl/Developer - automation (REF680G) (Budapest),1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - felsőfokú
Deutsche Telekom IT Solutions,Security Analyst (REF92A) (Budapest),1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Cloud DevOps Engineer (REF270Z) (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,.NET Developer (REF369F) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú
Thyssenkrupp,Embedded Penetration Tester (Ethical Hacker) (Budapest),"3 - 5 év tapasztalat;5+ év tapasztalat;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Thyssenkrupp,Szoftverfejlesztő mérnök - beágyazott rendszerekhez (Budapest),"1 - 2 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;távmunka, home office;angol - középfokú"
Deutsche Telekom IT Solutions,Network Engineer (REF218L) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Thyssenkrupp,Test architect (Budapest),3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Randstad Hungary Kft,Multilingual Service Desk Analyst (Budapest),pályakezdő /tapasztalat nélkül;1 - 2 év tapasztalat;beosztott;Középfokú végzettség;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Experienced FullStack Developer (REF1372S) (Budapest),1 - 2 év tapasztalat;3 - 5 év tapasztalat;beosztott;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
Deutsche Telekom IT Solutions,Content developer in e-learning/Instructional designer - REF570E (Budapest),3 - 5 év tapasztalat;beosztott;Középfokú végzettség;teljes munkaidő;angol - középfokú;német - középfokú
Thyssenkrupp,Szoftverfejlesztési csoportvezető (indusztrializáció) (Budapest),1 - 2 év tapasztalat;középvezető;Felsőfokú végzettség;teljes munkaidő;angol - középfokú
